/D (x=0.8) X,/D (x=0.8) Y,/CK (x=0.8) X,/CK (x=0.8) Y,/QD (x=0.8) X,/QD (x=0.8) Y
1.827487090747915e-07,0,1.827487090747915e-07,0,1.827487090747915e-07,-5.413566597015979e-07
1.828067486579666e-07,0,1.828067486579666e-07,0,1.828067486579666e-07,6.70455302880168e-07
1.828804532047559e-07,0,1.828804532047559e-07,0,1.828804532047559e-07,-4.544814991163406e-07
1.82940226602378e-07,0,1.82940226602378e-07,0,1.82940226602378e-07,4.890032292894967e-07
1.83e-07,0,1.83e-07,0,1.83e-07,-3.215463989427581e-07
1.83000009765625e-07,0,1.83000009765625e-07,0.0007812500000546526,1.83000009765625e-07,2.046372935966753e-06
1.83000029296875e-07,0,1.83000029296875e-07,0.002343750002281541,1.83000029296875e-07,9.774692501565292e-06
1.830000683593751e-07,0,1.830000683593751e-07,0.005468750006735316,1.830000683593751e-07,3.323121571666391e-05
1.830001431397774e-07,0,1.830001431397774e-07,0.01145118219247973,1.830001431397774e-07,9.032025172981203e-05
1.830002361890173e-07,0,1.830002361890173e-07,0.01889512138642355,1.830002361890173e-07,0.0001503602499213999
1.830004156680214e-07,0,1.830004156680214e-07,0.03325344171500524,1.830004156680214e-07,0.0002535362581381772
1.830007746260296e-07,0,1.830007746260296e-07,0.0619700823721686,1.830007746260296e-07,0.0004191464519333489
1.830014925420461e-07,0,1.830014925420461e-07,0.1194033636864953,1.830014925420461e-07,0.000617426586009285
1.830029283740789e-07,0,1.830029283740789e-07,0.2342699263151488,1.830029283740789e-07,0.0006841941704574748
1.830052309107787e-07,0,1.830052309107787e-07,0.4184728622997789,1.830052309107787e-07,0.0004036637866287639
1.830077228753968e-07,0,1.830077228753968e-07,0.6178300317433321,1.830077228753968e-07,3.158417434691551e-05
1.830088614376984e-07,0,1.830088614376984e-07,0.7089150158715902,1.830088614376984e-07,-7.370781093047528e-05
1.8301e-07,0,1.8301e-07,0.7999999999998485,1.8301e-07,-0.0001525032471850409
1.83010079404344e-07,0,1.83010079404344e-07,0.8,1.83010079404344e-07,-0.0002509401160080544
1.83010119106516e-07,0,1.83010119106516e-07,0.8,1.83010119106516e-07,-0.0002906631868246354
1.8301019851086e-07,0,1.8301019851086e-07,0.8,1.8301019851086e-07,-0.0003709189247351746
1.830103573195481e-07,0,1.830103573195481e-07,0.8,1.830103573195481e-07,-0.0005126155182262275
1.830106069788579e-07,0,1.830106069788579e-07,0.8,1.830106069788579e-07,-0.0006973981385542181
1.830111062974776e-07,0,1.830111062974776e-07,0.8,1.830111062974776e-07,-0.0009454043540179063
1.830121049347171e-07,0,1.830121049347171e-07,0.8,1.830121049347171e-07,-0.001056384243925818
1.830139495743154e-07,0,1.830139495743154e-07,0.8,1.830139495743154e-07,-0.0008126395035287184
1.830159620156621e-07,0,1.830159620156621e-07,0.8,1.830159620156621e-07,-0.0004042748488840625
1.830186934343559e-07,0,1.830186934343559e-07,0.8,1.830186934343559e-07,-2.362427239283391e-05
1.830215304950965e-07,0,1.830215304950965e-07,0.8,1.830215304950965e-07,0.0001189980087427257
1.830243418650159e-07,0,1.830243418650159e-07,0.8,1.830243418650159e-07,0.0001496123709763688
1.830272202684895e-07,0,1.830272202684895e-07,0.8,1.830272202684895e-07,0.0001316009818299187
1.830305829024433e-07,0,1.830305829024433e-07,0.8,1.830305829024433e-07,0.0001009612600907145
1.830353317579015e-07,0,1.830353317579015e-07,0.8,1.830353317579015e-07,6.254056600102649e-05
1.830414743074226e-07,0,1.830414743074226e-07,0.8,1.830414743074226e-07,2.859572356741086e-05
1.830468125994262e-07,0,1.830468125994262e-07,0.8,1.830468125994262e-07,1.044075586687645e-05
1.830514423728425e-07,0,1.830514423728425e-07,0.8,1.830514423728425e-07,4.45103921711745e-06
1.830566921523984e-07,0,1.830566921523984e-07,0.8,1.830566921523984e-07,4.335757151374997e-07
1.83060865725204e-07,0,1.83060865725204e-07,0.8,1.83060865725204e-07,1.072237187137818e-07
1.830640021052581e-07,0,1.830640021052581e-07,0.8,1.830640021052581e-07,-2.376748110465432e-06
1.83068023934262e-07,0,1.83068023934262e-07,0.8,1.83068023934262e-07,-1.768430240609217e-06
1.830715819510652e-07,0,1.830715819510652e-07,0.8,1.830715819510652e-07,-1.730089052415835e-06
1.830760704137526e-07,0,1.830760704137526e-07,0.8,1.830760704137526e-07,-8.744445985941723e-07
1.830819813636335e-07,0,1.830819813636335e-07,0.8,1.830819813636335e-07,-1.207460532178182e-06
1.83090509966688e-07,0,1.83090509966688e-07,0.8,1.83090509966688e-07,-6.551487523256817e-07
1.831019535407772e-07,0,1.831019535407772e-07,0.8,1.831019535407772e-07,-8.15677298798093e-07
1.831156334286016e-07,0,1.831156334286016e-07,0.8,1.831156334286016e-07,4.484509849777709e-08
1.831335288983613e-07,0,1.831335288983613e-07,0.8,1.831335288983613e-07,-2.442276017667679e-07
1.831597323732852e-07,0,1.831597323732852e-07,0.8,1.831597323732852e-07,2.563635301116484e-07
1.832064060424048e-07,0,1.832064060424048e-07,0.8,1.832064060424048e-07,-2.256205998911317e-07
1.832721912217161e-07,0,1.832721912217161e-07,0.8,1.832721912217161e-07,2.483235252765219e-07
1.833576583649565e-07,0,1.833576583649565e-07,0.8,1.833576583649565e-07,-2.250334937731355e-07
1.834338291824783e-07,0,1.834338291824783e-07,0.8,1.834338291824783e-07,2.482238057057514e-07
1.8351e-07,0,1.8351e-07,0.8,1.8351e-07,-2.251420933969089e-07
1.835100390625e-07,0,1.835100390625e-07,0.7968749999990452,1.835100390625e-07,-2.930253084669588e-05
1.835101171875e-07,0,1.835101171875e-07,0.790624999998608,1.835101171875e-07,-8.763986238224235e-05
1.8351015625e-07,0,1.8351015625e-07,0.7874999999983894,1.8351015625e-07,-0.0001208473258686012
1.83510234375e-07,0,1.83510234375e-07,0.7812499999979522,1.83510234375e-07,-0.0001817635742000848
1.835103902359412e-07,0,1.835103902359412e-07,0.7687811247034158,1.835103902359412e-07,-0.0003412288475173478
1.835106312428198e-07,0,1.835106312428198e-07,0.7495005744135806,1.835106312428198e-07,-0.00051207931856916
1.835111132565771e-07,0,1.835111132565771e-07,0.7109394738339104,1.835111132565771e-07,-0.0007665452212516886
1.835120772840916e-07,0,1.835120772840916e-07,0.6338172726745699,1.835120772840916e-07,-0.001013540120312229
1.835140053391205e-07,0,1.835140053391205e-07,0.479572870355889,1.835140053391205e-07,-0.0009714951723453416
1.835169528889705e-07,0,1.835169528889705e-07,0.2437688823576245,1.835169528889705e-07,-0.000381321029627489
1.835184764444853e-07,0,1.835184764444853e-07,0.1218844411779906,1.835184764444853e-07,0.0002403118337778914
1.8352e-07,0,1.8352e-07,0,1.8352e-07,0.001194344814391665
1.835200981079865e-07,0,1.835200981079865e-07,0,1.835200981079865e-07,0.001322401945719957
1.835202943239595e-07,0,1.835202943239595e-07,0,1.835202943239595e-07,0.001627823563977269
1.835206867559055e-07,0,1.835206867559055e-07,0,1.835206867559055e-07,0.002121352933815019
1.83520780130161e-07,0,1.83520780130161e-07,0,1.83520780130161e-07,0.002211015593802534
1.83520966878672e-07,0,1.83520966878672e-07,0,1.83520966878672e-07,0.002372523641990264
1.835213403756939e-07,0,1.835213403756939e-07,0,1.835213403756939e-07,0.002608668646055662
1.835218754423933e-07,0,1.835218754423933e-07,0,1.835218754423933e-07,0.002796396918394338
1.835221429757429e-07,0,1.835221429757429e-07,0,1.835221429757429e-07,0.002834213342958925
1.835226780424422e-07,0,1.835226780424422e-07,0,1.835226780424422e-07,0.002839194153639381
1.835237481758409e-07,0,1.835237481758409e-07,0,1.835237481758409e-07,0.002664162393706543
1.835258884426382e-07,0,1.835258884426382e-07,0,1.835258884426382e-07,0.002073682084821267
1.835290766672842e-07,0,1.835290766672842e-07,0,1.835290766672842e-07,0.001264724700251224
1.835328457607296e-07,0,1.835328457607296e-07,0,1.835328457607296e-07,0.0006625802745547138
1.835370283723019e-07,0,1.835370283723019e-07,0,1.835370283723019e-07,0.0003225946231161022
1.835414477986656e-07,0,1.835414477986656e-07,0,1.835414477986656e-07,0.0001331753419919379
1.835461917069754e-07,0,1.835461917069754e-07,0,1.835461917069754e-07,-0.000184577514455794
1.835513519649472e-07,0,1.835513519649472e-07,0,1.835513519649472e-07,-0.0008677023442952949
1.835566155733419e-07,0,1.835566155733419e-07,0,1.835566155733419e-07,-0.001503548006641544
1.835615742157303e-07,0,1.835615742157303e-07,0,1.835615742157303e-07,-0.001719341545897089
1.835665033103051e-07,0,1.835665033103051e-07,0,1.835665033103051e-07,-0.001319660445927978
1.835721391346397e-07,0,1.835721391346397e-07,0,1.835721391346397e-07,-0.0005803944605314952
1.835783412018233e-07,0,1.835783412018233e-07,0,1.835783412018233e-07,0.0001616107034596156
1.835853099605135e-07,0,1.835853099605135e-07,0,1.835853099605135e-07,0.0004236243391009521
1.835949824077705e-07,0,1.835949824077705e-07,0,1.835949824077705e-07,0.0002645248112527139
1.836039266807655e-07,0,1.836039266807655e-07,0,1.836039266807655e-07,9.306473183019795e-05
1.836134804752656e-07,0,1.836134804752656e-07,0,1.836134804752656e-07,2.463532142918343e-05
1.836247823604924e-07,0,1.836247823604924e-07,0,1.836247823604924e-07,1.10222960323154e-05
1.836405121587918e-07,0,1.836405121587918e-07,0,1.836405121587918e-07,1.117431374847379e-07
1.83663456187415e-07,0,1.83663456187415e-07,0,1.83663456187415e-07,1.386152862474952e-06
1.837003198972585e-07,0,1.837003198972585e-07,0,1.837003198972585e-07,-7.457017271171354e-07
1.837533430072345e-07,0,1.837533430072345e-07,0,1.837533430072345e-07,8.144554064557989e-07
1.838228979651352e-07,0,1.838228979651352e-07,0,1.838228979651352e-07,-7.465098453442146e-07
1.839138486121811e-07,0,1.839138486121811e-07,0,1.839138486121811e-07,6.931715737451639e-07
1.84e-07,0,1.84e-07,0,1.84e-07,-6.96276417532887e-07
1.840000390625e-07,0,1.840000390625e-07,0.003124999998828947,1.840000390625e-07,1.711411483340236e-05
1.840001171875e-07,0,1.840001171875e-07,0.009374999999266168,1.840001171875e-07,6.118016714732313e-05
1.840002734375e-07,0,1.840002734375e-07,0.02187500000014061,1.840002734375e-07,0.0001739311930746113
1.84000452819623e-07,0,1.84000452819623e-07,0.03622556983749448,1.84000452819623e-07,0.0002730015636895831
1.840007142867137e-07,0,1.840007142867137e-07,0.05714293709992994,1.840007142867137e-07,0.0003951136868319346
1.840012170048041e-07,0,1.840012170048041e-07,0.09736038433087636,1.840012170048041e-07,0.0005580916809610346
1.840020498871668e-07,0,1.840020498871668e-07,0.1639909733441191,1.840020498871668e-07,0.0006796833976055
1.840035641336292e-07,0,1.840035641336292e-07,0.2851306903345658,1.840035641336292e-07,0.0006252362057899787
1.840058532803461e-07,0,1.840058532803461e-07,0.4682624276906376,1.840058532803461e-07,0.0003017185246440205
1.840079266401731e-07,0,1.840079266401731e-07,0.6341312138450776,1.840079266401731e-07,1.729428127488863e-05
1.840089633200865e-07,0,1.840089633200865e-07,0.7170656069212388,1.840089633200865e-07,-6.923968046269042e-05
1.8401e-07,0,1.8401e-07,0.7999999999995177,1.8401e-07,-0.0001365932718481879
1.840101042530632e-07,0,1.840101042530632e-07,0.8,1.840101042530632e-07,-0.0002558822928078113
1.840101563795949e-07,0,1.840101563795949e-07,0.8,1.840101563795949e-07,-0.0003074667194448468
1.840102606326581e-07,0,1.840102606326581e-07,0.8,1.840102606326581e-07,-0.0004082450890598749
1.840104691387845e-07,0,1.840104691387845e-07,0.8,1.840104691387845e-07,-0.0005808786052227779
1.840107948981162e-07,0,1.840107948981162e-07,0.8,1.840107948981162e-07,-0.0007906630158704905
1.840114464167795e-07,0,1.840114464167795e-07,0.8,1.840114464167795e-07,-0.001011897697163021
1.84012749454106e-07,0,1.84012749454106e-07,0.8,1.84012749454106e-07,-0.001022266472423636
1.840149118828372e-07,0,1.840149118828372e-07,0.8,1.840149118828372e-07,-0.0006382063151535027
1.840176844017132e-07,0,1.840176844017132e-07,0.8,1.840176844017132e-07,-0.0001512731066917621
1.840211435412884e-07,0,1.840211435412884e-07,0.8,1.840211435412884e-07,0.0001175485649294793
1.840254459835164e-07,0,1.840254459835164e-07,0.8,1.840254459835164e-07,0.0001589184807061153
1.840310056583604e-07,0,1.840310056583604e-07,0.8,1.840310056583604e-07,0.000103554367922423
1.840381837730576e-07,0,1.840381837730576e-07,0.8,1.840381837730576e-07,4.576447152549914e-05
1.840432394913993e-07,0,1.840432394913993e-07,0.8,1.840432394913993e-07,2.171728753785509e-05
1.840486318699175e-07,0,1.840486318699175e-07,0.8,1.840486318699175e-07,7.26060633572879e-06
1.840531003030996e-07,0,1.840531003030996e-07,0.8,1.840531003030996e-07,3.469633510277586e-06
1.840556089581447e-07,0,1.840556089581447e-07,0.8,1.840556089581447e-07,3.288703690139319e-06
1.840584151360507e-07,0,1.840584151360507e-07,0.8,1.840584151360507e-07,-3.909577084616262e-07
1.840612328989124e-07,0,1.840612328989124e-07,0.8,1.840612328989124e-07,-2.277413774427371e-06
1.840643437634038e-07,0,1.840643437634038e-07,0.8,1.840643437634038e-07,-2.168563873303835e-06
1.840686111127409e-07,0,1.840686111127409e-07,0.8,1.840686111127409e-07,-2.355533618211808e-06
1.840721593323295e-07,0,1.840721593323295e-07,0.8,1.840721593323295e-07,-1.45854383309845e-06
1.840768995853118e-07,0,1.840768995853118e-07,0.8,1.840768995853118e-07,-1.61943828682153e-06
1.840830704538831e-07,0,1.840830704538831e-07,0.8,1.840830704538831e-07,-9.928559308311605e-07
1.840921381245079e-07,0,1.840921381245079e-07,0.8,1.840921381245079e-07,-1.145334289580586e-06
1.841037420169689e-07,0,1.841037420169689e-07,0.8,1.841037420169689e-07,-5.415795706574894e-07
1.841179714473853e-07,0,1.841179714473853e-07,0.8,1.841179714473853e-07,-2.06044553088113e-07
1.841366570568117e-07,0,1.841366570568117e-07,0.8,1.841366570568117e-07,1.519400662577757e-07
1.841650065227677e-07,0,1.841650065227677e-07,0.8,1.841650065227677e-07,-1.044896283817428e-07
1.842158461536099e-07,0,1.842158461536099e-07,0.8,1.842158461536099e-07,2.234126226407493e-07
1.843175254152943e-07,0,1.843175254152943e-07,0.8,1.843175254152943e-07,-1.276440545828578e-07
1.8451e-07,0,1.8451e-07,0.8,1.8451e-07,2.333825999361373e-07
1.845100390625e-07,0,1.845100390625e-07,0.7968749999972585,1.845100390625e-07,-2.924783780949477e-05
1.845101171875e-07,0,1.845101171875e-07,0.7906249999968213,1.845101171875e-07,-8.76477022705879e-05
1.8451015625e-07,0,1.8451015625e-07,0.7874999999966027,1.8451015625e-07,-0.0001208174553453232
1.84510234375e-07,0,1.84510234375e-07,0.7812499999961655,1.84510234375e-07,-0.0001817603385473575
1.845103906250001e-07,0,1.845103906250001e-07,0.768749999995291,1.845103906250001e-07,-0.0003415356753085699
1.845106378538609e-07,0,1.845106378538609e-07,0.74897169112858,1.845106378538609e-07,-0.0005163499527026041
1.845111323115826e-07,0,1.845111323115826e-07,0.7094150733951577,1.845111323115826e-07,-0.0007744368491089314
1.845121212270259e-07,0,1.845121212270259e-07,0.6303018379283134,1.845121212270259e-07,-0.001018574330587439
1.845140990579126e-07,0,1.845140990579126e-07,0.4720753669946245,1.845140990579126e-07,-0.0009609116687626846
1.845171684336447e-07,0,1.845171684336447e-07,0.2265253084220086,1.845171684336447e-07,-0.0003094199757346813
1.845185842168224e-07,0,1.845185842168224e-07,0.1132626542082305,1.845185842168224e-07,0.0002977357249109655
1.8452e-07,0,1.8452e-07,0,1.8452e-07,0.001190391917604656
1.845200967613674e-07,0,1.845200967613674e-07,0,1.845200967613674e-07,0.001316813171906508
1.84520290284102e-07,0,1.84520290284102e-07,0,1.84520290284102e-07,0.001618245832075259
1.845206773295713e-07,0,1.845206773295713e-07,0,1.845206773295713e-07,0.002107867145907837
1.845207688501123e-07,0,1.845207688501123e-07,0,1.845207688501123e-07,0.002196675789942325
1.845209518911943e-07,0,1.845209518911943e-07,0,1.845209518911943e-07,0.002357178785928264
1.845213179733584e-07,0,1.845213179733584e-07,0,1.845213179733584e-07,0.002593867511855539
1.845218222580959e-07,0,1.845218222580959e-07,0,1.845218222580959e-07,0.002781226414804664
1.845220744004647e-07,0,1.845220744004647e-07,0,1.845220744004647e-07,0.002823546941183855
1.845225786852023e-07,0,1.845225786852023e-07,0,1.845225786852023e-07,0.002841928836392887
1.845235872546774e-07,0,1.845235872546774e-07,0,1.845235872546774e-07,0.002699084765138846
1.845256043936277e-07,0,1.845256043936277e-07,0,1.845256043936277e-07,0.002155542174175779
1.84528727286637e-07,0,1.84528727286637e-07,0,1.84528727286637e-07,0.001339743521672529
1.845324253656694e-07,0,1.845324253656694e-07,0,1.845324253656694e-07,0.0007131004997375352
1.845366864072118e-07,0,1.845366864072118e-07,0,1.845366864072118e-07,0.0003406500575737987
1.845410590646362e-07,0,1.845410590646362e-07,0,1.845410590646362e-07,0.0001500080588948381
1.84545769472474e-07,0,1.84545769472474e-07,0,1.84545769472474e-07,-0.0001465268815684501
1.845509060223241e-07,0,1.845509060223241e-07,0,1.845509060223241e-07,-0.0008047547704129417
1.8455611809551e-07,0,1.8455611809551e-07,0,1.8455611809551e-07,-0.001457257439981292
1.845609535401721e-07,0,1.845609535401721e-07,0,1.845609535401721e-07,-0.001719734958290224
1.84565865222847e-07,0,1.84565865222847e-07,0,1.84565865222847e-07,-0.001395264759320405
1.845714460358384e-07,0,1.845714460358384e-07,0,1.845714460358384e-07,-0.0006761957213036625
1.845776145248971e-07,0,1.845776145248971e-07,0,1.845776145248971e-07,0.0001004659063901994
1.84584446130803e-07,0,1.84584446130803e-07,0,1.84584446130803e-07,0.0004172335353565418
1.845942483272e-07,0,1.845942483272e-07,0,1.845942483272e-07,0.0002854860916111655
1.846033700438969e-07,0,1.846033700438969e-07,0,1.846033700438969e-07,9.632644973590806e-05
1.846128456133701e-07,0,1.846128456133701e-07,0,1.846128456133701e-07,2.548541234835705e-05
1.84623950547223e-07,0,1.84623950547223e-07,0,1.84623950547223e-07,1.213515737292983e-05
1.846393284268362e-07,0,1.846393284268362e-07,0,1.846393284268362e-07,1.809472919614849e-07
1.846617708620295e-07,0,1.846617708620295e-07,0,1.846617708620295e-07,1.445614306320896e-06
1.846976195076181e-07,0,1.846976195076181e-07,0,1.846976195076181e-07,-7.623002943348196e-07
1.847500760095876e-07,0,1.847500760095876e-07,0,1.847500760095876e-07,8.212204015871278e-07
1.848185644914244e-07,0,1.848185644914244e-07,0,1.848185644914244e-07,-7.561338649581665e-07
1.849083727778964e-07,0,1.849083727778964e-07,0,1.849083727778964e-07,6.865273944636972e-07
1.85e-07,0,1.85e-07,3.970466940254534e-13,1.85e-07,-7.002351392127587e-07
1.850000390625e-07,0,1.850000390625e-07,0.003125000000615657,1.850000390625e-07,1.708177790306659e-05
1.850001171875e-07,0,1.850001171875e-07,0.00937500000105288,1.850001171875e-07,6.114423885486676e-05
1.850002734375e-07,0,1.850002734375e-07,0.02187500000192732,1.850002734375e-07,0.0001739000579139747
1.850004532130355e-07,0,1.850004532130355e-07,0.03625704283921441,1.850004532130355e-07,0.0002731731707180074
1.850007152564033e-07,0,1.850007152564033e-07,0.05722051226478985,1.850007152564033e-07,0.0003954873423169051
1.850012195809932e-07,0,1.850012195809932e-07,0.09756647945753966,1.850012195809932e-07,0.0005587061502459391
1.850020558394349e-07,0,1.850020558394349e-07,0.1644671547918307,1.850020558394349e-07,0.0006800375023635905
1.850035766238393e-07,0,1.850035766238393e-07,0.2861299071457885,1.850035766238393e-07,0.0006239634772511254
1.850058713745763e-07,0,1.850058713745763e-07,0.4697099661066488,1.850058713745763e-07,0.0002989640475450689
1.850079356872882e-07,0,1.850079356872882e-07,0.6348549830529178,1.850079356872882e-07,1.64473043162124e-05
1.850089678436441e-07,0,1.850089678436441e-07,0.7174274915260522,1.850089678436441e-07,-6.953185684297047e-05
1.8501e-07,0,1.8501e-07,0.8,1.8501e-07,-0.000136571546422751
1.850101043673856e-07,0,1.850101043673856e-07,0.8,1.850101043673856e-07,-0.0002559668088184112
1.850101565510784e-07,0,1.850101565510784e-07,0.8,1.850101565510784e-07,-0.0003076041384031102
1.850102609184639e-07,0,1.850102609184639e-07,0.8,1.850102609184639e-07,-0.0004084723938906372
1.850104696532351e-07,0,1.850104696532351e-07,0.8,1.850104696532351e-07,-0.0005812348179759201
1.85010795669076e-07,0,1.85010795669076e-07,0.8,1.85010795669076e-07,-0.000791057065318254
1.850114477007578e-07,0,1.850114477007578e-07,0.8,1.850114477007578e-07,-0.001012117507773877
1.850127517641214e-07,0,1.850127517641214e-07,0.8,1.850127517641214e-07,-0.001022099085766466
1.850149147272345e-07,0,1.850149147272345e-07,0.8,1.850149147272345e-07,-0.0006377274858707512
1.850176880870276e-07,0,1.850176880870276e-07,0.8,1.850176880870276e-07,-0.0001508472269909406
1.850211480836339e-07,0,1.850211480836339e-07,0.8,1.850211480836339e-07,0.0001177211011356936
1.850254521177141e-07,0,1.850254521177141e-07,0.8,1.850254521177141e-07,0.000158930180408364
1.850310133341641e-07,0,1.850310133341641e-07,0.8,1.850310133341641e-07,0.0001035189040922834
1.850380131233714e-07,0,1.850380131233714e-07,0.8,1.850380131233714e-07,4.6811929374024e-05
1.850430575772371e-07,0,1.850430575772371e-07,0.8,1.850430575772371e-07,2.244514459489669e-05
1.850484588077145e-07,0,1.850484588077145e-07,0.8,1.850484588077145e-07,7.664310280299807e-06
1.850529191114419e-07,0,1.850529191114419e-07,0.8,1.850529191114419e-07,3.612501968437807e-06
1.850555810696116e-07,0,1.850555810696116e-07,0.8,1.850555810696116e-07,3.209620139575276e-06
1.850596309860335e-07,0,1.850596309860335e-07,0.8,1.850596309860335e-07,-1.426203515939159e-06
1.850624690370799e-07,0,1.850624690370799e-07,0.8,1.850624690370799e-07,-2.607374340571163e-06
1.850661248200292e-07,0,1.850661248200292e-07,0.8,1.850661248200292e-07,-2.135443906912728e-06
1.850699456519979e-07,0,1.850699456519979e-07,0.8,1.850699456519979e-07,-2.227056460089841e-06
1.850738615271225e-07,0,1.850738615271225e-07,0.8,1.850738615271225e-07,-1.31994414278958e-06
1.850790857007336e-07,0,1.850790857007336e-07,0.8,1.850790857007336e-07,-1.568963780080659e-06
1.85086289870483e-07,0,1.85086289870483e-07,0.8,1.85086289870483e-07,-9.325106541416978e-07
1.850965495516166e-07,0,1.850965495516166e-07,0.8,1.850965495516166e-07,-1.029401122448312e-06
1.851089810220847e-07,0,1.851089810220847e-07,0.8,1.851089810220847e-07,-2.90469121311772e-07
1.851247090809084e-07,0,1.851247090809084e-07,0.8,1.851247090809084e-07,-1.749798812733403e-07
1.851462374196232e-07,0,1.851462374196232e-07,0.8,1.851462374196232e-07,1.950327026751054e-07
1.851814297495765e-07,0,1.851814297495765e-07,0.8,1.851814297495765e-07,-1.311912301678155e-07
1.852496037474157e-07,0,1.852496037474157e-07,0.8,1.852496037474157e-07,2.274674618074421e-07
1.853859517430939e-07,0,1.853859517430939e-07,0.8,1.853859517430939e-07,-1.448394268014965e-07
1.8551e-07,0,1.8551e-07,0.8,1.8551e-07,2.360076283138788e-07
1.855100390625e-07,0,1.855100390625e-07,0.7968749999975894,1.855100390625e-07,-2.921736638360933e-05
1.855101171875e-07,0,1.855101171875e-07,0.7906249999971522,1.855101171875e-07,-8.767934065251137e-05
1.8551015625e-07,0,1.8551015625e-07,0.7874999999969335,1.8551015625e-07,-0.0001208307394586961
1.85510234375e-07,0,1.85510234375e-07,0.7812499999964964,1.85510234375e-07,-0.0001817629275346863
1.855103906250001e-07,0,1.855103906250001e-07,0.7687499999956219,1.855103906250001e-07,-0.0003415520825788257
1.855106389734027e-07,0,1.855106389734027e-07,0.7488821277835978,1.855106389734027e-07,-0.0005170597918506626
1.85511135670208e-07,0,1.85511135670208e-07,0.7091463833595495,1.85511135670208e-07,-0.0007758334856468909
1.855121290638186e-07,0,1.855121290638186e-07,0.6296748945114529,1.855121290638186e-07,-0.001019439615538783
1.855141158510398e-07,0,1.855141158510398e-07,0.4707319168152598,1.855141158510398e-07,-0.0009590182626866162
1.855171849567365e-07,0,1.855171849567365e-07,0.2252034610789272,1.855171849567365e-07,-0.0003034855251086065
1.855185924783683e-07,0,1.855185924783683e-07,0.112601730537914,1.855185924783683e-07,0.0003024345457836277
1.8552e-07,0,1.8552e-07,0,1.8552e-07,0.001190219078620238
1.855200966289628e-07,0,1.855200966289628e-07,0,1.855200966289628e-07,0.001316460917170832
1.855202898868883e-07,0,1.855202898868883e-07,0,1.855202898868883e-07,0.001617503003431286
1.855206764027393e-07,0,1.855206764027393e-07,0,1.855206764027393e-07,0.002106715955661748
1.855207677609537e-07,0,1.855207677609537e-07,0,1.855207677609537e-07,0.002195451124238926
1.855209504773825e-07,0,1.855209504773825e-07,0,1.855209504773825e-07,0.002355871038028651
1.855213159102401e-07,0,1.855213159102401e-07,0,1.855213159102401e-07,0.002592609090148127
1.855218439128941e-07,0,1.855218439128941e-07,0,1.855218439128941e-07,0.002786369273565508
1.855221079142211e-07,0,1.855221079142211e-07,0,1.855221079142211e-07,0.002827610258212729
1.855226359168751e-07,0,1.855226359168751e-07,0,1.855226359168751e-07,0.002839309457391634
1.85523691922183e-07,0,1.85523691922183e-07,0,1.85523691922183e-07,0.002675851753188395
1.855258039327989e-07,0,1.855258039327989e-07,0,1.855258039327989e-07,0.002097963610373571
1.855289743440571e-07,0,1.855289743440571e-07,0,1.855289743440571e-07,0.00128630181829799
1.855327255620404e-07,0,1.855327255620404e-07,0,1.855327255620404e-07,0.0006765852579934066
1.855369337100217e-07,0,1.855369337100217e-07,0,1.855369337100217e-07,0.0003275182928881407
1.855413688801157e-07,0,1.855413688801157e-07,0,1.855413688801157e-07,0.0001363214305064102
1.855461273228418e-07,0,1.855461273228418e-07,0,1.855461273228418e-07,-0.000179623539170834
1.855512881450221e-07,0,1.855512881450221e-07,0,1.855512881450221e-07,-0.0008603761477672471
1.855565534810163e-07,0,1.855565534810163e-07,0,1.855565534810163e-07,-0.001499484449643353
1.855615042349927e-07,0,1.855615042349927e-07,0,1.855615042349927e-07,-0.001720655008909138
1.855664388472212e-07,0,1.855664388472212e-07,0,1.855664388472212e-07,-0.001325886179639035
1.855720773396813e-07,0,1.855720773396813e-07,0,1.855720773396813e-07,-0.0005867317846406843
1.855782866896927e-07,0,1.855782866896927e-07,0,1.855782866896927e-07,0.0001587798457364028
1.855852576469739e-07,0,1.855852576469739e-07,0,1.855852576469739e-07,0.0004237486388820224
1.855949548907236e-07,0,1.855949548907236e-07,0,1.855949548907236e-07,0.0002650603632061065
1.856039226476286e-07,0,1.856039226476286e-07,0,1.856039226476286e-07,9.269757346253227e-05
1.856134928394403e-07,0,1.856134928394403e-07,0,1.856134928394403e-07,2.450458684133883e-05
1.856248146944003e-07,0,1.856248146944003e-07,0,1.856248146944003e-07,1.094612666741249e-05
1.856405829475378e-07,0,1.856405829475378e-07,0,1.856405829475378e-07,1.056193474322536e-07
1.85663611644542e-07,0,1.85663611644542e-07,0,1.85663611644542e-07,1.375145325541681e-06
1.857006385992361e-07,0,1.857006385992361e-07,0,1.857006385992361e-07,-7.371477418421471e-07
1.857538707294493e-07,0,1.857538707294493e-07,0,1.857538707294493e-07,8.050661334845406e-07
1.858236716633299e-07,0,1.858236716633299e-07,0,1.858236716633299e-07,-7.363806229954011e-07
1.859150320617158e-07,0,1.859150320617158e-07,0,1.859150320617158e-07,6.83905369161755e-07
1.86e-07,0,1.86e-07,0,1.86e-07,-6.852930001523758e-07
1.860000390625e-07,0,1.860000390625e-07,0.00312500000021861,1.860000390625e-07,1.711545134176497e-05
1.860001171875e-07,0,1.860001171875e-07,0.009375000000655833,1.860001171875e-07,6.117953851807612e-05
