/Q X,/Q Y,/CLK X,/CLK Y,/D X,/D Y
7.202952182835698e-08,-4.678015652544143e-07,7.202952182835698e-08,0,7.202952182835698e-08,0.8
7.203755744240111e-08,-3.721703657322195e-07,7.203755744240111e-08,0,7.203755744240111e-08,0.8
7.205006161031143e-08,1.037827862960766e-07,7.205006161031143e-08,0,7.205006161031143e-08,0.8
7.206458467576548e-08,1.158194475947689e-07,7.206458467576548e-08,0,7.206458467576548e-08,0.8
7.207860328158566e-08,9.801640038085603e-08,7.207860328158566e-08,0,7.207860328158566e-08,0.8
7.209048536034435e-08,2.14263818019209e-07,7.209048536034435e-08,0,7.209048536034435e-08,0.8
7.210326325702126e-08,3.153784845004385e-07,7.210326325702126e-08,0,7.210326325702126e-08,0.8
7.211302696139118e-08,2.903063305003223e-08,7.211302696139118e-08,0,7.211302696139118e-08,0.8
7.212284078854022e-08,-1.919025215567297e-07,7.212284078854022e-08,0,7.212284078854022e-08,0.8
7.213511923261794e-08,-1.261105524719476e-06,7.213511923261794e-08,0,7.213511923261794e-08,0.8
7.213828894261347e-08,-1.10114717915628e-06,7.213828894261347e-08,0,7.213828894261347e-08,0.8
7.214462836260454e-08,-2.530640243202216e-07,7.214462836260454e-08,0,7.214462836260454e-08,0.8
7.21501563513518e-08,3.290359958525657e-07,7.21501563513518e-08,0,7.21501563513518e-08,0.8
7.215700557847446e-08,5.629218487051171e-07,7.215700557847446e-08,0,7.215700557847446e-08,0.8
7.216458169109069e-08,1.554149047481755e-06,7.216458169109069e-08,0,7.216458169109069e-08,0.8
7.217152216930203e-08,8.730507710176257e-07,7.217152216930203e-08,0,7.217152216930203e-08,0.8
7.217838901358998e-08,-5.751734912115401e-08,7.217838901358998e-08,0,7.217838901358998e-08,0.8
7.218685713587289e-08,-2.809718097269209e-07,7.218685713587289e-08,0,7.218685713587289e-08,0.8
7.219809325086289e-08,-1.536383003201289e-07,7.219809325086289e-08,0,7.219809325086289e-08,0.8
7.2213774361951e-08,1.161297310973958e-08,7.2213774361951e-08,0,7.2213774361951e-08,0.8
7.223647630609321e-08,4.910379668665324e-08,7.223647630609321e-08,0,7.223647630609321e-08,0.8
7.227421387660209e-08,5.198375683939075e-08,7.227421387660209e-08,0,7.227421387660209e-08,0.8
7.233036688484111e-08,4.629650370916829e-08,7.233036688484111e-08,0,7.233036688484111e-08,0.8
7.242481460181976e-08,5.299905407243223e-08,7.242481460181976e-08,0,7.242481460181976e-08,0.8
7.251740730090988e-08,4.585544871617645e-08,7.251740730090988e-08,0,7.251740730090988e-08,0.8
7.261e-08,5.330030584109242e-08,7.261e-08,0,7.261e-08,0.8
7.26100390625e-08,-2.896397133360575e-08,7.26100390625e-08,0,7.26100390625e-08,0.7968749999995002
7.261011718750001e-08,-2.92625155399849e-07,7.261011718750001e-08,0,7.261011718750001e-08,0.790624999999063
7.261027343750002e-08,-7.680076751758807e-07,7.261027343750002e-08,0,7.261027343750002e-08,0.7781249999981885
7.261045563007686e-08,-1.154214444611781e-06,7.261045563007686e-08,0,7.261045563007686e-08,0.7635495938507237
7.261076130701732e-08,-1.750729753699793e-06,7.261076130701732e-08,0,7.261076130701732e-08,0.7390954386143802
7.261130072407234e-08,-2.168685875827315e-06,7.261130072407234e-08,0,7.261130072407234e-08,0.6959420742123938
7.261218359456865e-08,-2.056797007324598e-06,7.261218359456865e-08,0,7.261218359456865e-08,0.6253124345074047
7.261365675501142e-08,-7.555106015458273e-07,7.261365675501142e-08,0,7.261365675501142e-08,0.5074595990860411
7.261566698925235e-08,7.235674162564758e-07,7.261566698925235e-08,0,7.261566698925235e-08,0.3466408598120178
7.261812272087151e-08,2.098612238286441e-06,7.261812272087151e-08,0,7.261812272087151e-08,0.1501823302791226
7.261906136043575e-08,2.388479661606384e-06,7.261906136043575e-08,0,7.261906136043575e-08,0.07509116513949654
7.262e-08,2.090416379009169e-06,7.262e-08,0,7.262e-08,0
7.262006851401232e-08,2.233571991887812e-06,7.262006851401232e-08,0,7.262006851401232e-08,0
7.262010277101847e-08,2.326640127257656e-06,7.262010277101847e-08,0,7.262010277101847e-08,0
7.262017128503079e-08,2.591330598872129e-06,7.262017128503079e-08,0,7.262017128503079e-08,0
7.262030831305543e-08,3.126553087465882e-06,7.262030831305543e-08,0,7.262030831305543e-08,0
7.262048372528107e-08,3.646945637636759e-06,7.262048372528107e-08,0,7.262048372528107e-08,0
7.262083454973236e-08,4.271540221531753e-06,7.262083454973236e-08,0,7.262083454973236e-08,0
7.262153619863493e-08,4.336133622925573e-06,7.262153619863493e-08,0,7.262153619863493e-08,0
7.262293949644007e-08,2.433662188606256e-06,7.262293949644007e-08,0,7.262293949644007e-08,0
7.262473423150319e-08,-3.880610569715214e-07,7.262473423150319e-08,0,7.262473423150319e-08,0
7.262721884266909e-08,-2.639719212744422e-06,7.262721884266909e-08,0,7.262721884266909e-08,0
7.262949709328284e-08,-2.659486402049046e-06,7.262949709328284e-08,0,7.262949709328284e-08,0
7.263144605912241e-08,-1.844053855264612e-06,7.263144605912241e-08,0,7.263144605912241e-08,0
7.263352320308882e-08,-1.129812738548995e-06,7.263352320308882e-08,0,7.263352320308882e-08,0
7.263632080996743e-08,-1.164351475007173e-07,7.263632080996743e-08,0,7.263632080996743e-08,0
7.264066143887139e-08,6.828796756754714e-07,7.264066143887139e-08,0,7.264066143887139e-08,0
7.264681415505801e-08,6.353615665245093e-07,7.264681415505801e-08,0,7.264681415505801e-08,0
7.265420998141514e-08,9.790738099472654e-08,7.265420998141514e-08,0,7.265420998141514e-08,0
7.266420420767598e-08,-2.494766807112515e-07,7.266420420767598e-08,0,7.266420420767598e-08,0
7.267291344545409e-08,-3.542598975075547e-07,7.267291344545409e-08,0,7.267291344545409e-08,0
7.268115909685973e-08,-1.817221467048683e-07,7.268115909685973e-08,0,7.268115909685973e-08,0
7.268894012681415e-08,2.71202546676499e-07,7.268894012681415e-08,0,7.268894012681415e-08,0
7.269928262221738e-08,8.683089519366417e-07,7.269928262221738e-08,0,7.269928262221738e-08,0
7.270837081280696e-08,2.329355598024724e-07,7.270837081280696e-08,0,7.270837081280696e-08,0
7.271731892722365e-08,2.763372023058951e-07,7.271731892722365e-08,0,7.271731892722365e-08,0
7.272510513626264e-08,1.250508357740024e-07,7.272510513626264e-08,0,7.272510513626264e-08,0
7.273282233005214e-08,-7.707446647328092e-08,7.273282233005214e-08,0,7.273282233005214e-08,0
7.27414739009726e-08,-2.413610627184815e-07,7.27414739009726e-08,0,7.27414739009726e-08,0
7.275321884583715e-08,-5.167072741292815e-07,7.275321884583715e-08,0,7.275321884583715e-08,0
7.276344085119481e-08,-1.192193053910862e-07,7.276344085119481e-08,0,7.276344085119481e-08,0
7.277473522363064e-08,2.611458827657428e-07,7.277473522363064e-08,0,7.277473522363064e-08,0
7.278637225239699e-08,1.503664741723273e-07,7.278637225239699e-08,0,7.278637225239699e-08,0
7.280063358232796e-08,9.575654321506209e-08,7.280063358232796e-08,0,7.280063358232796e-08,0
7.281875648167632e-08,5.699841312339632e-08,7.281875648167632e-08,0,7.281875648167632e-08,0
7.284449271833684e-08,5.025808726116391e-08,7.284449271833684e-08,0,7.284449271833684e-08,0
7.288338565839695e-08,4.953152013318361e-08,7.288338565839695e-08,0,7.288338565839695e-08,0
7.295253075564476e-08,4.918811556553967e-08,7.295253075564476e-08,0,7.295253075564476e-08,0
7.306241607634509e-08,5.002671177245769e-08,7.306241607634509e-08,0,7.306241607634509e-08,0
7.319999999999999e-08,4.887381734528257e-08,7.319999999999999e-08,0,7.319999999999999e-08,0
7.32000390625e-08,1.383870624088435e-07,7.32000390625e-08,0,7.32000390625e-08,0.00312500000021861
7.32001171875e-08,4.757448396890514e-07,7.32001171875e-08,0,7.32001171875e-08,0.009375000000655833
7.320027343750001e-08,1.430795627559899e-06,7.320027343750001e-08,0,7.320027343750001e-08,0.02187500000153027
7.32003173005098e-08,1.664507146926943e-06,7.32003173005098e-08,0,7.32003173005098e-08,0.02538404078439012
7.320040502652937e-08,2.06451302214667e-06,7.320040502652937e-08,0,7.320040502652937e-08,0.03240212235010981
7.320058047856851e-08,2.720442506009993e-06,7.320058047856851e-08,0,7.320058047856851e-08,0.04643828548154921
7.32009313826468e-08,3.786795865183759e-06,7.32009313826468e-08,0,7.32009313826468e-08,0.07451061174442798
7.320163319080337e-08,3.955867347122129e-06,7.320163319080337e-08,0,7.320163319080337e-08,0.1306552642701855
7.320303680711651e-08,1.933403487169708e-06,7.320303680711651e-08,0,7.320303680711651e-08,0.2429445693217006
7.320516581273985e-08,-2.15304116591052e-06,7.320516581273985e-08,0,7.320516581273985e-08,0.41326501918887
7.320764754240217e-08,-4.024395903444863e-06,7.320764754240217e-08,0,7.320764754240217e-08,0.6118033921743282
7.320882377120108e-08,-2.844801522024541e-06,7.320882377120108e-08,0,7.320882377120108e-08,0.7059016960865588
7.320999999999999e-08,-1.648182232078489e-06,7.320999999999999e-08,0,7.320999999999999e-08,0.7999999999998485
7.321006329560377e-08,-1.738275406240411e-06,7.321006329560377e-08,0,7.321006329560377e-08,0.8
7.321018988681134e-08,-2.070591722405183e-06,7.321018988681134e-08,0,7.321018988681134e-08,0.8
7.321025318241512e-08,-2.281955229460687e-06,7.321025318241512e-08,0,7.321025318241512e-08,0.8
7.321037977362268e-08,-2.58554430873963e-06,7.321037977362268e-08,0,7.321037977362268e-08,0.8
7.321063293811094e-08,-2.977769145271744e-06,7.321063293811094e-08,0,7.321063293811094e-08,0.8
7.321100202755255e-08,-3.159008336166138e-06,7.321100202755255e-08,0,7.321100202755255e-08,0.8
7.321118657227336e-08,-3.091892588444969e-06,7.321118657227336e-08,0,7.321118657227336e-08,0.8
7.321155566171497e-08,-2.739520166773945e-06,7.321155566171497e-08,0,7.321155566171497e-08,0.8
7.321229384059819e-08,-1.677424957835666e-06,7.321229384059819e-08,0,7.321229384059819e-08,0.8
7.321377019836464e-08,1.645807866366349e-07,7.321377019836464e-08,0,7.321377019836464e-08,0.8
7.321522421069644e-08,2.284032503787845e-06,7.321522421069644e-08,0,7.321522421069644e-08,0.8
7.32168294085221e-08,2.874578372584954e-06,7.32168294085221e-08,0,7.32168294085221e-08,0.8
7.321826420695779e-08,2.701558675443151e-06,7.321826420695779e-08,0,7.321826420695779e-08,0.8
7.321986368862535e-08,2.12174083754615e-06,7.321986368862535e-08,0,7.321986368862535e-08,0.8
7.322193546038417e-08,1.260742149104865e-06,7.322193546038417e-08,0,7.322193546038417e-08,0.8
7.322494523806284e-08,2.533127956035886e-07,7.322494523806284e-08,0,7.322494523806284e-08,0.8
7.322952182833105e-08,-4.67801609283327e-07,7.322952182833105e-08,0,7.322952182833105e-08,0.8
7.323755744234013e-08,-3.721704302969062e-07,7.323755744234013e-08,0,7.323755744234013e-08,0.8
7.325006161025891e-08,1.037827931929319e-07,7.325006161025891e-08,0,7.325006161025891e-08,0.8
7.326458467572772e-08,1.15819460935686e-07,7.326458467572772e-08,0,7.326458467572772e-08,0.8
7.327860328153547e-08,9.801645736521317e-08,7.327860328153547e-08,0,7.327860328153547e-08,0.8
7.329048535479739e-08,2.142639234462436e-07,7.329048535479739e-08,0,7.329048535479739e-08,0.8
7.330326325143552e-08,3.153788089881933e-07,7.330326325143552e-08,0,7.330326325143552e-08,0.8
7.331302695235969e-08,2.90314185758052e-08,7.331302695235969e-08,0,7.331302695235969e-08,0.8
7.332284077397146e-08,-1.919014302372859e-07,7.332284077397146e-08,0,7.332284077397146e-08,0.8
7.333511918373948e-08,-1.261109731349118e-06,7.333511918373948e-08,0,7.333511918373948e-08,0.8
7.333828888756761e-08,-1.101159954707269e-06,7.333828888756761e-08,0,7.333828888756761e-08,0.8
7.334462829522386e-08,-2.530720695435189e-07,7.334462829522386e-08,0,7.334462829522386e-08,0.8
7.335015627446431e-08,3.290422959388486e-07,7.335015627446431e-08,0,7.335015627446431e-08,0.8
7.33570055044009e-08,5.629281038165839e-07,7.33570055044009e-08,0,7.33570055044009e-08,0.8
7.336458161811288e-08,1.554147457436578e-06,7.336458161811288e-08,0,7.336458161811288e-08,0.8
7.337152210301312e-08,8.73050013089561e-07,7.337152210301312e-08,0,7.337152210301312e-08,0.8
7.337838894496399e-08,-5.751849533784764e-08,7.337838894496399e-08,0,7.337838894496399e-08,0.8
7.338685705940301e-08,-2.809719375366489e-07,7.338685705940301e-08,0,7.338685705940301e-08,0.8
7.339809315928551e-08,-1.536384501576832e-07,7.339809315928551e-08,0,7.339809315928551e-08,0.8
7.341377425468221e-08,1.161303136475138e-08,7.341377425468221e-08,0,7.341377425468221e-08,0.8
7.343647617564609e-08,4.910371034487251e-08,7.343647617564609e-08,0,7.343647617564609e-08,0.8
7.347421373010301e-08,5.19838365956019e-08,7.347421373010301e-08,0,7.347421373010301e-08,0.8
7.353036664326131e-08,4.629642619263204e-08,7.353036664326131e-08,0,7.353036664326131e-08,0.8
7.362481416564894e-08,5.299912998010578e-08,7.362481416564894e-08,0,7.362481416564894e-08,0.8
7.371740708282446e-08,4.585537528690909e-08,7.371740708282446e-08,0,7.371740708282446e-08,0.8
7.381e-08,5.330037717390244e-08,7.381e-08,0,7.381e-08,0.8
7.38100390625e-08,-2.897553302341153e-08,7.38100390625e-08,0,7.38100390625e-08,0.7968749999995002
7.381011718750001e-08,-2.926388744026546e-07,7.381011718750001e-08,0,7.381011718750001e-08,0.790624999999063
7.381027343750002e-08,-7.680165851661617e-07,7.381027343750002e-08,0,7.381027343750002e-08,0.7781249999981885
7.38104556300773e-08,-1.154223783167739e-06,7.38104556300773e-08,0,7.38104556300773e-08,0.7635495938157836
7.38107613070179e-08,-1.750733866038083e-06,7.38107613070179e-08,0,7.38107613070179e-08,0.7390954385677934
7.381130072407352e-08,-2.168688499556509e-06,7.381130072407352e-08,0,7.381130072407352e-08,0.6959420741181614
7.381218359457091e-08,-2.056794210714408e-06,7.381218359457091e-08,0,7.381218359457091e-08,0.6253124343263514
7.381365675501409e-08,-7.555086029938589e-07,7.381365675501409e-08,0,7.381365675501409e-08,0.5074595988721653
7.381566698925706e-08,7.235703551457487e-07,7.381566698925706e-08,0,7.381566698925706e-08,0.3466408594350881
7.381812272087395e-08,2.098611618152303e-06,7.381812272087395e-08,0,7.381812272087395e-08,0.1501823300832462
7.381906136043697e-08,2.388475366683811e-06,7.381906136043697e-08,0,7.381906136043697e-08,0.07509116504208768
7.382e-08,2.090414732355668e-06,7.382e-08,0,7.382e-08,0
7.382006851401231e-08,2.233571368204445e-06,7.382006851401231e-08,0,7.382006851401231e-08,0
7.382010277101847e-08,2.326639646657529e-06,7.382010277101847e-08,0,7.382010277101847e-08,0
7.382017128503079e-08,2.591330173330983e-06,7.382017128503079e-08,0,7.382017128503079e-08,0
7.382030831305542e-08,3.126552965750164e-06,7.382030831305542e-08,0,7.382030831305542e-08,0
7.382048372528105e-08,3.646945739830483e-06,7.382048372528105e-08,0,7.382048372528105e-08,0
7.382083454973231e-08,4.271540833639578e-06,7.382083454973231e-08,0,7.382083454973231e-08,0
7.382153619863483e-08,4.336134794089271e-06,7.382153619863483e-08,0,7.382153619863483e-08,0
7.382293949643987e-08,2.433672018595725e-06,7.382293949643987e-08,0,7.382293949643987e-08,0
7.382473423150264e-08,-3.880599880584265e-07,7.382473423150264e-08,0,7.382473423150264e-08,0
7.382721884266497e-08,-2.639722859790852e-06,7.382721884266497e-08,0,7.382721884266497e-08,0
7.382949709328093e-08,-2.659487540672627e-06,7.382949709328093e-08,0,7.382949709328093e-08,0
7.383144605912024e-08,-1.84405349556491e-06,7.383144605912024e-08,0,7.383144605912024e-08,0
7.383352320308629e-08,-1.129812144855765e-06,7.383352320308629e-08,0,7.383352320308629e-08,0
7.383632080996187e-08,-1.164350192487496e-07,7.383632080996187e-08,0,7.383632080996187e-08,0
7.384066143886226e-08,6.828797404559585e-07,7.384066143886226e-08,0,7.384066143886226e-08,0
7.384681415503912e-08,6.353618244206274e-07,7.384681415503912e-08,0,7.384681415503912e-08,0
7.385420998141086e-08,9.790819056112905e-08,7.385420998141086e-08,0,7.385420998141086e-08,0
7.386420420766731e-08,-2.494791737530874e-07,7.386420420766731e-08,0,7.386420420766731e-08,0
7.387291344523129e-08,-3.54268275777468e-07,7.387291344523129e-08,0,7.387291344523129e-08,0
7.388115909645263e-08,-1.817260931921483e-07,7.388115909645263e-08,0,7.388115909645263e-08,0
7.388894012739325e-08,2.7122183722938e-07,7.388894012739325e-08,0,7.388894012739325e-08,0
7.389928262263351e-08,8.683031653699775e-07,7.389928262263351e-08,0,7.389928262263351e-08,0
7.390837081449958e-08,2.329359311581115e-07,7.390837081449958e-08,0,7.390837081449958e-08,0
7.391731894256819e-08,2.763409049655108e-07,7.391731894256819e-08,0,7.391731894256819e-08,0
7.392510513443988e-08,1.250529299286716e-07,7.392510513443988e-08,0,7.392510513443988e-08,0
7.393282231370702e-08,-7.707973550195804e-08,7.393282231370702e-08,0,7.393282231370702e-08,0
7.394147389114741e-08,-2.413645698550408e-07,7.394147389114741e-08,0,7.394147389114741e-08,0
7.395321877868403e-08,-5.167094908348712e-07,7.395321877868403e-08,0,7.395321877868403e-08,0
7.396344077581597e-08,-1.192183768106057e-07,7.396344077581597e-08,0,7.396344077581597e-08,0
7.397473512747919e-08,2.611456304189227e-07,7.397473512747919e-08,0,7.397473512747919e-08,0
7.398637215169961e-08,1.503669643581477e-07,7.398637215169961e-08,0,7.398637215169961e-08,0
7.400063346936532e-08,9.57567122500092e-08,7.400063346936532e-08,0,7.400063346936532e-08,0
7.401875635883247e-08,5.699848438070681e-08,7.401875635883247e-08,0,7.401875635883247e-08,0
7.404449257306424e-08,5.025805042665972e-08,7.404449257306424e-08,0,7.404449257306424e-08,0
7.40833854863169e-08,4.953156303137634e-08,7.40833854863169e-08,0,7.40833854863169e-08,0
7.415253053045678e-08,4.918807023723554e-08,7.415253053045678e-08,0,7.415253053045678e-08,0
7.426241576712876e-08,5.002675846161221e-08,7.426241576712876e-08,0,7.426241576712876e-08,0
7.439999999999999e-08,4.887377003594574e-08,7.439999999999999e-08,0,7.439999999999999e-08,0
7.440003906249999e-08,1.383870607195079e-07,7.440003906249999e-08,0,7.440003906249999e-08,0.00312499999915982
7.44001171875e-08,4.757448896462322e-07,7.44001171875e-08,0,7.44001171875e-08,0.009374999999597041
7.440027343750001e-08,1.430795696038087e-06,7.440027343750001e-08,0,7.440027343750001e-08,0.02187500000047149
7.440031730050981e-08,1.664507230781004e-06,7.440031730050981e-08,0,7.440031730050981e-08,0.02538404078439012
7.440040502652941e-08,2.064513120473491e-06,7.440040502652941e-08,0,7.440040502652941e-08,0.0324021223522274
7.44005804785686e-08,2.720442626668177e-06,7.44005804785686e-08,0,7.44005804785686e-08,0.04643828548790194
7.4400931382647e-08,3.786796009962526e-06,7.4400931382647e-08,0,7.4400931382647e-08,0.07451061175925106
7.440163319080378e-08,3.955867502936147e-06,7.440163319080378e-08,0,7.440163319080378e-08,0.1306552643019493
7.440303680711735e-08,1.933403584094556e-06,7.440303680711735e-08,0,7.440303680711735e-08,0.2429445693873457
7.440516581274102e-08,-2.153041212218116e-06,7.440516581274102e-08,0,7.440516581274102e-08,0.4132650192809848
7.440764754240326e-08,-4.024396094092274e-06,7.440764754240326e-08,0,7.440764754240326e-08,0.6118033922600903
7.440882377120162e-08,-2.844801689294497e-06,7.440882377120162e-08,0,7.440882377120162e-08,0.7059016961289105
7.440999999999999e-08,-1.648182359642805e-06,7.440999999999999e-08,0,7.440999999999999e-08,0.7999999999987897
7.441006329560373e-08,-1.738275542108883e-06,7.441006329560373e-08,0,7.441006329560373e-08,0.8
7.441018988681122e-08,-2.070591871332146e-06,7.441018988681122e-08,0,7.441018988681122e-08,0.8
7.441025318241496e-08,-2.281955384184196e-06,7.441025318241496e-08,0,7.441025318241496e-08,0.8
7.441037977362244e-08,-2.585544473154131e-06,7.441037977362244e-08,0,7.441037977362244e-08,0.8
7.441063293811044e-08,-2.977769322203922e-06,7.441063293811044e-08,0,7.441063293811044e-08,0.8
7.441100202755166e-08,-3.15900851879891e-06,7.441100202755166e-08,0,7.441100202755166e-08,0.8
7.441118657227227e-08,-3.091892789356177e-06,7.441118657227227e-08,0,7.441118657227227e-08,0.8
7.441155566171349e-08,-2.739520352082787e-06,7.441155566171349e-08,0,7.441155566171349e-08,0.8
7.441229384059592e-08,-1.677425091505289e-06,7.441229384059592e-08,0,7.441229384059592e-08,0.8
7.441377019836078e-08,1.645807235228745e-07,7.441377019836078e-08,0,7.441377019836078e-08,0.8
7.441522421069148e-08,2.284032588632968e-06,7.441522421069148e-08,0,7.441522421069148e-08,0.8
7.441682940852069e-08,2.874578472645133e-06,7.441682940852069e-08,0,7.441682940852069e-08,0.8
7.441826420695656e-08,2.701558827006246e-06,7.441826420695656e-08,0,7.441826420695656e-08,0.8
7.441986368862204e-08,2.121741010988389e-06,7.441986368862204e-08,0,7.441986368862204e-08,0.8
7.442193546037541e-08,1.260742302901555e-06,7.442193546037541e-08,0,7.442193546037541e-08,0.8
7.442494523804647e-08,2.533128601765258e-07,7.442494523804647e-08,0,7.442494523804647e-08,0.8
7.44295218282999e-08,-4.678016523031062e-07,7.44295218282999e-08,0,7.44295218282999e-08,0.8
7.443755744226889e-08,-3.721704942067549e-07,7.443755744226889e-08,0,7.443755744226889e-08,0.8
7.44500616101919e-08,1.037827998228694e-07,7.44500616101919e-08,0,7.44500616101919e-08,0.8
7.446458467567622e-08,1.158194739942038e-07,7.446458467567622e-08,0,7.446458467567622e-08,0.8
7.447860328146973e-08,9.801651333470154e-08,7.447860328146973e-08,0,7.447860328146973e-08,0.8
7.449048534933218e-08,2.142640267371783e-07,7.449048534933218e-08,0,7.449048534933218e-08,0.8
7.450326324593398e-08,3.153791277921102e-07,7.450326324593398e-08,0,7.450326324593398e-08,0.8
7.451302694347595e-08,2.903219031580049e-08,7.451302694347595e-08,0,7.451302694347595e-08,0.8
7.452284075964862e-08,-1.91900357451787e-07,7.452284075964862e-08,0,7.452284075964862e-08,0.8
7.453511913571242e-08,-1.261113855424584e-06,7.453511913571242e-08,0,7.453511913571242e-08,0.8
7.453828883347312e-08,-1.101172496434737e-06,7.453828883347312e-08,0,7.453828883347312e-08,0.8
7.454462822899451e-08,-2.530800125971872e-07,7.454462822899451e-08,0,7.454462822899451e-08,0.8
7.455015619886299e-08,3.290484562034984e-07,7.455015619886299e-08,0,7.455015619886299e-08,0.8
7.455700543154545e-08,5.629341901243693e-07,7.455700543154545e-08,0,7.455700543154545e-08,0.8
7.456458154632804e-08,1.554145966180647e-06,7.456458154632804e-08,0,7.456458154632804e-08,0.8
7.457152203765137e-08,8.730493197617874e-07,7.457152203765137e-08,0,7.457152203765137e-08,0.8
7.457838887729636e-08,-5.751958191711152e-08,7.457838887729636e-08,0,7.457838887729636e-08,0.8
7.45868569840175e-08,-2.809720641569028e-07,7.45868569840175e-08,0,7.45868569840175e-08,0.8
7.459809306906802e-08,-1.536386084246305e-07,7.459809306906802e-08,0,7.459809306906802e-08,0.8
7.461377414887635e-08,1.161308038362854e-08,7.461377414887635e-08,0,7.461377414887635e-08,0.8
7.463647604669994e-08,4.910362634182373e-08,7.463647604669994e-08,0,7.463647604669994e-08,0.8
7.467421358404104e-08,5.198391425992558e-08,7.467421358404104e-08,0,7.467421358404104e-08,0.8
7.473036640306994e-08,4.629635071889055e-08,7.473036640306994e-08,0,7.473036640306994e-08,0.8
7.48248137321774e-08,5.299920388321717e-08,7.48248137321774e-08,0,7.48248137321774e-08,0.8
7.49174068660887e-08,4.585530381143872e-08,7.49174068660887e-08,0,7.49174068660887e-08,0.8
7.501000000000001e-08,5.330044660087065e-08,7.501000000000001e-08,0,7.501000000000001e-08,0.8
7.501003906250001e-08,-2.898671821373123e-08,7.501003906250001e-08,0,7.501003906250001e-08,0.7968749999995002
7.501011718750002e-08,-2.926521468733547e-07,7.501011718750002e-08,0,7.501011718750002e-08,0.790624999999063
7.501027343750003e-08,-7.680252051390581e-07,7.501027343750003e-08,0,7.501027343750003e-08,0.7781249999981885
7.501045563007773e-08,-1.154232817617689e-06,7.501045563007773e-08,0,7.501045563007773e-08,0.7635495937819023
7.501076130701846e-08,-1.750737844343028e-06,7.501076130701846e-08,0,7.501076130701846e-08,0.7390954385233242
7.501130072407465e-08,-2.168691037991705e-06,7.501130072407465e-08,0,7.501130072407465e-08,0.6959420740281642
7.501218359457308e-08,-2.05679150493359e-06,7.501218359457308e-08,0,7.501218359457308e-08,0.6253124341537685
7.501365675501667e-08,-7.55506669322161e-07,7.501365675501667e-08,0,7.501365675501667e-08,0.5074595986667598
7.501566698926158e-08,7.235731983852396e-07,7.501566698926158e-08,0,7.501566698926158e-08,0.3466408590740403
7.501812272087632e-08,2.098611017846103e-06,7.501812272087632e-08,0,7.501812272087632e-08,0.1501823298947815
7.501906136043817e-08,2.38847188712004e-06,7.501906136043817e-08,0,7.501906136043817e-08,0.07509116494679646
7.502000000000001e-08,2.090411804475203e-06,7.502000000000001e-08,0,7.502000000000001e-08,0
7.502006851401231e-08,2.233569592865006e-06,7.502006851401231e-08,0,7.502006851401231e-08,0
7.502010277101846e-08,2.326638070241909e-06,7.502010277101846e-08,0,7.502010277101846e-08,0
7.502017128503075e-08,2.591328722946639e-06,7.502017128503075e-08,0,7.502017128503075e-08,0
7.502030831305533e-08,3.126551963500853e-06,7.502030831305533e-08,0,7.502030831305533e-08,0
7.502048372528091e-08,3.646945121174102e-06,7.502048372528091e-08,0,7.502048372528091e-08,0
7.502083454973206e-08,4.271540997473405e-06,7.502083454973206e-08,0,7.502083454973206e-08,0
7.502153619863437e-08,4.336135885824767e-06,7.502153619863437e-08,0,7.502153619863437e-08,0
7.502293949643898e-08,2.433681799108361e-06,7.502293949643898e-08,0,7.502293949643898e-08,0
7.502473423150141e-08,-3.880587716918976e-07,7.502473423150141e-08,0,7.502473423150141e-08,0
7.50272188426676e-08,-2.639726344300569e-06,7.50272188426676e-08,0,7.50272188426676e-08,0
7.502949709328487e-08,-2.659488641039057e-06,7.502949709328487e-08,0,7.502949709328487e-08,0
7.503144605912463e-08,-1.844051501907424e-06,7.503144605912463e-08,0,7.503144605912463e-08,0
7.503352320309026e-08,-1.129812529265162e-06,7.503352320309026e-08,0,7.503352320309026e-08,0
7.503632080996765e-08,-1.164355846256835e-07,7.503632080996765e-08,0,7.503632080996765e-08,0
7.504066143886918e-08,6.828798284313159e-07,7.504066143886918e-08,0,7.504066143886918e-08,0
7.504681415504852e-08,6.353623473116048e-07,7.504681415504852e-08,0,7.504681415504852e-08,0
7.505420998147123e-08,9.790890167902239e-08,7.505420998147123e-08,0,7.505420998147123e-08,0
7.506420420777246e-08,-2.494815576390056e-07,7.506420420777246e-08,0,7.506420420777246e-08,0
7.507291344511298e-08,-3.542764509498052e-07,7.507291344511298e-08,0,7.507291344511298e-08,0
7.508115909615983e-08,-1.817298341379373e-07,7.508115909615983e-08,0,7.508115909615983e-08,0
7.508894012802875e-08,2.712404537952129e-07,7.508894012802875e-08,0,7.508894012802875e-08,0
7.509928262305489e-08,8.682975476729999e-07,7.509928262305489e-08,0,7.509928262305489e-08,0
7.510837081615716e-08,2.329363115716109e-07,7.510837081615716e-08,0,7.510837081615716e-08,0
7.511731895733806e-08,2.763446121438655e-07,7.511731895733806e-08,0,7.511731895733806e-08,0
7.512510513233223e-08,1.250549400123561e-07,7.512510513233223e-08,0,7.512510513233223e-08,0
7.513282229726108e-08,-7.70848537271654e-08,7.513282229726108e-08,0,7.513282229726108e-08,0
7.514147388094962e-08,-2.413680358989733e-07,7.514147388094962e-08,0,7.514147388094962e-08,0
7.515321871250041e-08,-5.167116292747168e-07,7.515321871250041e-08,0,7.515321871250041e-08,0
